"","Instrument","CF_NAME","CF_BID","CF_DATE","GEN_TEXT16","ROW80_1","ROW80_2","GN_TXT16_2","GN_TXT16_4","ROW80_3","Location"
"505","CORNRAFHKP-X","CORN MOHKP NOV20",NA,NA,"Rose Acre Farms ","Rose Acre Farms                                                                 ","520 Washington St                                                               ","Hawk Point      ","Corn            ","""Hawk Point, MO - 63349.  Phone - 636-3384-875""                                 ","CORN MO HawkPoin"
"506","CORNRAFHKP-Z","CORN MOHKP DEC20",NA,NA,"Rose Acre Farms ","Rose Acre Farms                                                                 ","520 Washington St                                                               ","Hawk Point      ","Corn            ","""Hawk Point, MO - 63349.  Phone - 636-3384-875""                                 ","CORN MO HawkPoin"
"507","CORNRAFHKP-F","CORN MOHKP JAN21",NA,NA,"Rose Acre Farms ","Rose Acre Farms                                                                 ","520 Washington St                                                               ","Hawk Point      ","Corn            ","""Hawk Point, MO - 63349.  Phone - 636-3384-875""                                 ","CORN MO HawkPoin"
"508","CORNMFAHGN-C1","CORN MOHGN SPOT ","-0.01","2020-02-27","MFA             ","MFA                                                                             ","105 W 22nd St                                                                   ","Higginsville    ","Corn            ","""Higginsville, MO - 64037.  Phone - 660-5843-676""                               ","CORN MO Higginsv"
"509","CORNMFAHGN-G","CORN MOHGN FEB20","-0.01","2020-02-27","MFA             ","MFA                                                                             ","105 W 22nd St                                                                   ","Higginsville    ","Corn            ","""Higginsville, MO - 64037.  Phone - 660-5843-676""                               ","CORN MO Higginsv"
"510","CORNMFAHGN-H","CORN MOHGN MAR20",NA,NA,"MFA             ","MFA                                                                             ","105 W 22nd St                                                                   ","Higginsville    ","Corn            ","""Higginsville, MO - 64037.  Phone - 660-5843-676""                               ","CORN MO Higginsv"
"511","CORNMFAHGN-J","CORN MOHGN APR20",NA,NA,"MFA             ","MFA                                                                             ","105 W 22nd St                                                                   ","Higginsville    ","Corn            ","""Higginsville, MO - 64037.  Phone - 660-5843-676""                               ","CORN MO Higginsv"
"512","CORNMFAHGN-K","CORN MOHGN MAY20",NA,NA,"MFA             ","MFA                                                                             ","105 W 22nd St                                                                   ","Higginsville    ","Corn            ","""Higginsville, MO - 64037.  Phone - 660-5843-676""                               ","CORN MO Higginsv"
"513","CORNMFAHGN-M","CORN MOHGN JUN20",NA,NA,"MFA             ","MFA                                                                             ","105 W 22nd St                                                                   ","Higginsville    ","Corn            ","""Higginsville, MO - 64037.  Phone - 660-5843-676""                               ","CORN MO Higginsv"
"514","CORNMFAHGN-N","CORN MOHGN JUL20",NA,NA,"MFA             ","MFA                                                                             ","105 W 22nd St                                                                   ","Higginsville    ","Corn            ","""Higginsville, MO - 64037.  Phone - 660-5843-676""                               ","CORN MO Higginsv"
"515","CORNMFAHGN-Q","CORN MOHGN AUG20",NA,NA,"MFA             ","MFA                                                                             ","105 W 22nd St                                                                   ","Higginsville    ","Corn            ","""Higginsville, MO - 64037.  Phone - 660-5843-676""                               ","CORN MO Higginsv"
"516","CORNMFAHGN-U","CORN MOHGN SEP20",NA,NA,"MFA             ","MFA                                                                             ","105 W 22nd St                                                                   ","Higginsville    ","Corn            ","""Higginsville, MO - 64037.  Phone - 660-5843-676""                               ","CORN MO Higginsv"
"517","CORNMFAHGN-V","CORN MOHGN OCT20","-0.36","2020-02-27","MFA             ","MFA                                                                             ","105 W 22nd St                                                                   ","Higginsville    ","Corn            ","""Higginsville, MO - 64037.  Phone - 660-5843-676""                               ","CORN MO Higginsv"
"518","CORNMFAHGN-X","CORN MOHGN NOV20",NA,NA,"MFA             ","MFA                                                                             ","105 W 22nd St                                                                   ","Higginsville    ","Corn            ","""Higginsville, MO - 64037.  Phone - 660-5843-676""                               ","CORN MO Higginsv"
