Instrument,CF_NAME,CF_BID,CF_DATE,GEN_TEXT16,ROW80_1,ROW80_2,GN_TXT16_2,GN_TXT16_4,ROW80_3,Location
CORNRCGBRU-Z,CORN MOBRU DEC20,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,17149 Hwy 24                                                                    ,Brunswick       ,Corn            ,"""Brunswick, MO - 65236.  Phone - 660-5483-131""                                  ",CORN MO Brunswic
CORNRCGBRU-F,CORN MOBRU JAN21,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,17149 Hwy 24                                                                    ,Brunswick       ,Corn            ,"""Brunswick, MO - 65236.  Phone - 660-5483-131""                                  ",CORN MO Brunswic
CORNMFABRL-C1,CORN MOBRL SPOT ,-0.36,2/27/2020,MFA             ,MFA                                                                             ,110 W Main                                                                      ,Burlington Junct,Corn            ,"""Burlington Junction, MO - 64428.  Phone - 660-7253-302""                        ",CORN MO Burlingt
CORNMFABRL-G,CORN MOBRL FEB20,-0.36,2/27/2020,MFA             ,MFA                                                                             ,110 W Main                                                                      ,Burlington Junct,Corn            ,"""Burlington Junction, MO - 64428.  Phone - 660-7253-302""                        ",CORN MO Burlingt
CORNMFABRL-H,CORN MOBRL MAR20,-0.38,2/27/2020,MFA             ,MFA                                                                             ,110 W Main                                                                      ,Burlington Junct,Corn            ,"""Burlington Junction, MO - 64428.  Phone - 660-7253-302""                        ",CORN MO Burlingt
CORNMFABRL-J,CORN MOBRL APR20,NA,NA,MFA             ,MFA                                                                             ,110 W Main                                                                      ,Burlington Junct,Corn            ,"""Burlington Junction, MO - 64428.  Phone - 660-7253-302""                        ",CORN MO Burlingt
CORNMFABRL-K,CORN MOBRL MAY20,NA,NA,MFA             ,MFA                                                                             ,110 W Main                                                                      ,Burlington Junct,Corn            ,"""Burlington Junction, MO - 64428.  Phone - 660-7253-302""                        ",CORN MO Burlingt
CORNMFABRL-M,CORN MOBRL JUN20,NA,NA,MFA             ,MFA                                                                             ,110 W Main                                                                      ,Burlington Junct,Corn            ,"""Burlington Junction, MO - 64428.  Phone - 660-7253-302""                        ",CORN MO Burlingt
CORNMFABRL-N,CORN MOBRL JUL20,NA,NA,MFA             ,MFA                                                                             ,110 W Main                                                                      ,Burlington Junct,Corn            ,"""Burlington Junction, MO - 64428.  Phone - 660-7253-302""                        ",CORN MO Burlingt
CORNMFABRL-Q,CORN MOBRL AUG20,NA,NA,MFA             ,MFA                                                                             ,110 W Main                                                                      ,Burlington Junct,Corn            ,"""Burlington Junction, MO - 64428.  Phone - 660-7253-302""                        ",CORN MO Burlingt
CORNMFABRL-U,CORN MOBRL SEP20,NA,NA,MFA             ,MFA                                                                             ,"""Burlington Junction, MO - 64428""                                               ",Burlington Junct,Corn            ,"""Burlington Junction, MO - 64428.  Phone - 660-7253-302""                        ",CORN MO Burlingt
CORNMFABRL-V,CORN MOBRL OCT20,NA,NA,MFA             ,MFA                                                                             ,110 W Main                                                                      ,Burlington Junct,Corn            ,"""Burlington Junction, MO - 64428.  Phone - 660-7253-302""                        ",CORN MO Burlingt
CORNMFABRL-X,CORN MOBRL NOV20,NA,NA,MFA             ,MFA                                                                             ,110 W Main                                                                      ,Burlington Junct,Corn            ,"""Burlington Junction, MO - 64428.  Phone - 660-7253-302""                        ",CORN MO Burlingt
