Instrument,CF_NAME,CF_BID,CF_DATE,GEN_TEXT16,ROW80_1,ROW80_2,GN_TXT16_2,GN_TXT16_4,ROW80_3,Location
SOYBRCGBRU-Q,SOYB MOBRU AUG20,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,17149 Hwy 24                                                                    ,Brunswick       ,Soybeans        ,"""Brunswick, MO - 65236.  Phone - 660-5483-131""                                  ",SOYB MO Brunswic
SOYBRCGBRU-U,SOYB MOBRU SEP20,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,17149 Hwy 24                                                                    ,Brunswick       ,Soybeans        ,"""Brunswick, MO - 65236.  Phone - 660-5483-131""                                  ",SOYB MO Brunswic
SOYBRCGBRU-V,SOYB MOBRU OCT20,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,"Brunswick, MO - 65236                                                           ",Brunswick       ,Soybeans        ,"""Brunswick, MO - 65236.  Phone - 660-5483-131""                                  ",SOYB MO Brunswic
SOYBRCGBRU-X,SOYB MOBRU NOV20,-0.7,2/27/2020,RayCarrollGrain ,Ray Carroll Grain                                                               ,17149 Hwy 24                                                                    ,Brunswick       ,Soybeans        ,"""Brunswick, MO - 65236.  Phone - 660-5483-131""                                  ",SOYB MO Brunswic
SOYBRCGBRU-Z,SOYB MOBRU DEC20,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,17149 Hwy 24                                                                    ,Brunswick       ,Soybeans        ,"""Brunswick, MO - 65236.  Phone - 660-5483-131""                                  ",SOYB MO Brunswic
SOYBRCGBRU-F,SOYB MOBRU JAN21,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,17149 Hwy 24                                                                    ,Brunswick       ,Soybeans        ,"""Brunswick, MO - 65236.  Phone - 660-5483-131""                                  ",SOYB MO Brunswic
SOYBMFABRL-C1,SOYB MOBRL SPOT ,-0.56,2/27/2020,MFA             ,MFA                                                                             ,110 W Main                                                                      ,Burlington Junct,Soybeans        ,"""Burlington Junction, MO - 64428.  Phone - 660-7253-302""                        ",SOYB MO Burlingt
SOYBMFABRL-G,SOYB MOBRL FEB20,-0.56,2/27/2020,MFA             ,MFA                                                                             ,110 W Main                                                                      ,Burlington Junct,Soybeans        ,"""Burlington Junction, MO - 64428.  Phone - 660-7253-302""                        ",SOYB MO Burlingt
SOYBMFABRL-H,SOYB MOBRL MAR20,-0.64,2/27/2020,MFA             ,MFA                                                                             ,110 W Main                                                                      ,Burlington Junct,Soybeans        ,"""Burlington Junction, MO - 64428.  Phone - 660-7253-302""                        ",SOYB MO Burlingt
SOYBMFABRL-J,SOYB MOBRL APR20,NA,NA,MFA             ,MFA                                                                             ,110 W Main                                                                      ,Burlington Junct,Soybeans        ,"""Burlington Junction, MO - 64428.  Phone - 660-7253-302""                        ",SOYB MO Burlingt
SOYBMFABRL-K,SOYB MOBRL MAY20,NA,NA,MFA             ,MFA                                                                             ,110 W Main                                                                      ,Burlington Junct,Soybeans        ,"""Burlington Junction, MO - 64428.  Phone - 660-7253-302""                        ",SOYB MO Burlingt
SOYBMFABRL-M,SOYB MOBRL JUN20,NA,NA,MFA             ,MFA                                                                             ,110 W Main                                                                      ,Burlington Junct,Soybeans        ,"""Burlington Junction, MO - 64428.  Phone - 660-7253-302""                        ",SOYB MO Burlingt
SOYBMFABRL-N,SOYB MOBRL JUL20,NA,NA,MFA             ,MFA                                                                             ,110 W Main                                                                      ,Burlington Junct,Soybeans        ,"""Burlington Junction, MO - 64428.  Phone - 660-7253-302""                        ",SOYB MO Burlingt
SOYBMFABRL-Q,SOYB MOBRL AUG20,NA,NA,MFA             ,MFA                                                                             ,110 W Main                                                                      ,Burlington Junct,Soybeans        ,"""Burlington Junction, MO - 64428.  Phone - 660-7253-302""                        ",SOYB MO Burlingt
SOYBMFABRL-U,SOYB MOBRL SEP20,NA,NA,MFA             ,MFA                                                                             ,"""Burlington Junction, MO - 64428""                                               ",Burlington Junct,Soybeans        ,"""Burlington Junction, MO - 64428.  Phone - 660-7253-302""                        ",SOYB MO Burlingt
SOYBMFABRL-V,SOYB MOBRL OCT20,NA,NA,MFA             ,MFA                                                                             ,110 W Main                                                                      ,Burlington Junct,Soybeans        ,"""Burlington Junction, MO - 64428.  Phone - 660-7253-302""                        ",SOYB MO Burlingt
